"80498","MFR"
"82671","MFR"
"82676","MFR"
"82675","MFR"
"83795","MFR"
"83794","MFR"
"83793","MFR"
"83791","MFR"
"83792","MFR"
"83790","MFR"
"83767","MFR"
"83766","MFR"
"83081","MFR"
"82930","MFR"
"82931","MFR"
"82461","MFR"
"82381","MFR"
"82759","MFR"
"82373","MFR"
"82206","MFR"
"82367","MFR"
"70782","MFR"
"80778","MFR"
"82055","MFR"
"82056","MFR"
"82057","MFR"
"83612","MFR"
"83603","MFR"
"83586","MFR"
"82422","MFR"
"83571","MFR"
"83570","MFR"
"83568","MFR"
"83565","MFR"
"12874","MFR"
"83427","MFR"
"77892","MFR"
"77891","MFR"
"77849","MFR"
"77847","MFR"
"81450","MFR"
"43175","MFR"
"82242","MFR"
"83220","MFR"
"81382","MFR"
"82288","MFR"
"82289","MFR"
"82287","MFR"
"81381","MFR"
"81380","MFR"
"82498","MFR"
"83190","MFR"
"81416","MFR"
"81390","MFR"
"78445","MFR"
"78446","MFR"
"78448","MFR"
"78449","MFR"
"78648","MFR"
"78649","MFR"
"80810","MFR"
"76561","MFR"
"75730","MFR"
"79271","MFR"
"75447","MFR"
"75448","MFR"
"36549","MFR"
"74685","MFR"
"75262","MFR"
"75576","MFR"
"75577","MFR"
"75578","MFR"
"67133","MFR"
"73759","MFR"
"10000","MFR"
"74660","MFR"
"10166","MFR"
"42855","MFR"
"75022","MFR"
"9521","MFR"
"74165","MFR"
"74164","MFR"
"74163","MFR"
"75587","MFR"
"75035","MFR"
"73885","MFR"
"75009","MFR"
"73449","MFR"
"75561","MFR"
"74998","MFR"
"73709","MFR"
"62546","MFR"
"74999","MFR"
"74849","MFR"
"74760","MFR"
"74775","MFR"
"73710","MFR"
"75386","MFR"
"75383","MFR"
"75381","MFR"
"75380","MFR"
"75379","MFR"
"74415","MFR"
"74414","MFR"
"75038","MFR"
"72270","MFR"
"75157","MFR"
"75015","MFR"
"75353","MFR"
"74872","MFR"
"74894","MFR"
"74891","MFR"
"74892","MFR"
"74893","MFR"
"74890","MFR"
"74889","MFR"
"75215","MFR"
"75214","MFR"
"75213","MFR"
"75261","MFR"
"74441","MFR"
"75267","MFR"
"73676","MFR"
"74873","MFR"
"75118","MFR"
"74885","MFR"
"74884","MFR"
"75210","MFR"
"74883","MFR"
"75039","MFR"
"67614","MFR"
"74773","MFR"
"74771","MFR"
"74781","MFR"
"73930","MFR"
"50804","MFR"
"70470","MFR"
"63239","MFR"
"74823","MFR"
"74822","MFR"
"74817","MFR"
"74816","MFR"
"74820","MFR"
"74753","MFR"
"75100","MFR"
"74376","MFR"
"4941","MFR"
"74378","MFR"
"75090","MFR"
"75000","MFR"
"74782","MFR"
"74408","MFR"
"74500","MFR"
"73505","MFR"
"44190","MFR"
"74520","MFR"
"44192","MFR"
"43390","MFR"
"43389","MFR"
"43392","MFR"
"43391","MFR"
"71841","MFR"
"74742","MFR"
"74361","MFR"
"74079","MFR"
"74301","MFR"
"73378","MFR"
"73377","MFR"
"74161","MFR"
"62519","MFR"
"66502","MFR"
"20312","MFR"
"74635","MFR"
"74634","MFR"
"73934","MFR"
"73932","MFR"
"74633","MFR"
"73395","MFR"
